property,species,foreground,background,enrichment_quantity,fg_bg_pair,enriched,enrichment_state
Coronavirus disease-COVID-19,chimpanzee,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Coronavirus disease-COVID-19,chimpanzee,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,chimpanzee,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Coronavirus disease-COVID-19,chimpanzee,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Coronavirus disease-COVID-19,chimpanzee,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,chimpanzee,no_downstream,no_bg,1.0505,no_downstream | no_bg,1,enriched
Coronavirus disease-COVID-19,chimpanzee,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Coronavirus disease-COVID-19,chimpanzee,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,chimpanzee,genes_with_shadow,no_bg,1.0696,genes_with_shadow | no_bg,1,enriched
Coronavirus disease-COVID-19,chimpanzee,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Coronavirus disease-COVID-19,chimpanzee,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,chimpanzee,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Coronavirus disease-COVID-19,chimpanzee,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Coronavirus disease-COVID-19,chimpanzee,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,human,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Coronavirus disease-COVID-19,human,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Coronavirus disease-COVID-19,human,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,human,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Coronavirus disease-COVID-19,human,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Coronavirus disease-COVID-19,human,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,human,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Coronavirus disease-COVID-19,human,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Coronavirus disease-COVID-19,human,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,human,genes_with_shadow,no_bg,1.0852,genes_with_shadow | no_bg,1,enriched
Coronavirus disease-COVID-19,human,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Coronavirus disease-COVID-19,human,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,human,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Coronavirus disease-COVID-19,human,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Coronavirus disease-COVID-19,human,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,gibbon,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Coronavirus disease-COVID-19,gibbon,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Coronavirus disease-COVID-19,gibbon,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,gibbon,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Coronavirus disease-COVID-19,gibbon,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Coronavirus disease-COVID-19,gibbon,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,gibbon,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Coronavirus disease-COVID-19,gibbon,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Coronavirus disease-COVID-19,gibbon,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,gibbon,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Coronavirus disease-COVID-19,gibbon,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Coronavirus disease-COVID-19,gibbon,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Coronavirus disease-COVID-19,gibbon,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Coronavirus disease-COVID-19,gibbon,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Coronavirus disease-COVID-19,gibbon,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
PI3K,bonobo,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
PI3K,bonobo,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
PI3K,bonobo,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
PI3K,bonobo,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
PI3K,bonobo,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
PI3K,bonobo,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
PI3K,bonobo,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
PI3K,bonobo,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
PI3K,bonobo,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
PI3K,bonobo,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
PI3K,bonobo,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
PI3K,bonobo,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
PI3K,bonobo,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
PI3K,bonobo,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
PI3K,bonobo,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
PI3K,borangutan,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
PI3K,borangutan,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
PI3K,borangutan,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
PI3K,borangutan,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
PI3K,borangutan,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
PI3K,borangutan,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
PI3K,borangutan,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
PI3K,borangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
PI3K,borangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
PI3K,borangutan,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
PI3K,borangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
PI3K,borangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
PI3K,borangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
PI3K,borangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
PI3K,borangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
PI3K,gorilla,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
PI3K,gorilla,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
PI3K,gorilla,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
PI3K,gorilla,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
PI3K,gorilla,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
PI3K,gorilla,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
PI3K,gorilla,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
PI3K,gorilla,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
PI3K,gorilla,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
PI3K,gorilla,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
PI3K,gorilla,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
PI3K,gorilla,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
PI3K,gorilla,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
PI3K,gorilla,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
PI3K,gorilla,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
PI3K,sorangutan,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
PI3K,sorangutan,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
PI3K,sorangutan,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
PI3K,sorangutan,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
PI3K,sorangutan,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
PI3K,sorangutan,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
PI3K,sorangutan,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
PI3K,sorangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
PI3K,sorangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
PI3K,sorangutan,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
PI3K,sorangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
PI3K,sorangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
PI3K,sorangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
PI3K,sorangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
PI3K,sorangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
PI3K,chimpanzee,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
PI3K,chimpanzee,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
PI3K,chimpanzee,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
PI3K,chimpanzee,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
PI3K,chimpanzee,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
PI3K,chimpanzee,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
PI3K,chimpanzee,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
PI3K,chimpanzee,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
PI3K,chimpanzee,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
PI3K,chimpanzee,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
PI3K,chimpanzee,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
PI3K,chimpanzee,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
PI3K,chimpanzee,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
PI3K,chimpanzee,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
PI3K,chimpanzee,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
PI3K,human,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
PI3K,human,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
PI3K,human,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
PI3K,human,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
PI3K,human,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
PI3K,human,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
PI3K,human,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
PI3K,human,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
PI3K,human,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
PI3K,human,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
PI3K,human,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
PI3K,human,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
PI3K,human,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
PI3K,human,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
PI3K,human,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
PI3K,gibbon,symmetric_shadow,no_bg,0.5975,symmetric_shadow | no_bg,1,enriched
PI3K,gibbon,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
PI3K,gibbon,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
PI3K,gibbon,no_upstream,no_bg,0.9238,no_upstream | no_bg,1,enriched
PI3K,gibbon,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
PI3K,gibbon,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
PI3K,gibbon,no_downstream,no_bg,1.0347,no_downstream | no_bg,1,enriched
PI3K,gibbon,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
PI3K,gibbon,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
PI3K,gibbon,genes_with_shadow,no_bg,1.0703,genes_with_shadow | no_bg,1,enriched
PI3K,gibbon,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
PI3K,gibbon,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
PI3K,gibbon,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
PI3K,gibbon,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
PI3K,gibbon,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Human T,bonobo,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Human T,bonobo,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Human T,bonobo,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Human T,bonobo,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Human T,bonobo,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Human T,bonobo,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Human T,bonobo,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Human T,bonobo,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Human T,bonobo,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Human T,bonobo,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Human T,bonobo,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Human T,bonobo,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Human T,bonobo,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Human T,bonobo,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Human T,bonobo,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Human T,borangutan,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Human T,borangutan,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Human T,borangutan,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Human T,borangutan,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Human T,borangutan,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Human T,borangutan,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Human T,borangutan,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Human T,borangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Human T,borangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Human T,borangutan,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Human T,borangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Human T,borangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Human T,borangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Human T,borangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Human T,borangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Human T,gorilla,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Human T,gorilla,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Human T,gorilla,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Human T,gorilla,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Human T,gorilla,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Human T,gorilla,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Human T,gorilla,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Human T,gorilla,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Human T,gorilla,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Human T,gorilla,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Human T,gorilla,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Human T,gorilla,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Human T,gorilla,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Human T,gorilla,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Human T,gorilla,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Human T,sorangutan,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Human T,sorangutan,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Human T,sorangutan,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Human T,sorangutan,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Human T,sorangutan,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Human T,sorangutan,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Human T,sorangutan,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Human T,sorangutan,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Human T,sorangutan,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Human T,sorangutan,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Human T,sorangutan,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Human T,sorangutan,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Human T,sorangutan,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Human T,sorangutan,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Human T,sorangutan,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Human T,chimpanzee,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Human T,chimpanzee,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Human T,chimpanzee,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Human T,chimpanzee,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Human T,chimpanzee,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Human T,chimpanzee,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Human T,chimpanzee,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Human T,chimpanzee,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Human T,chimpanzee,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Human T,chimpanzee,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Human T,chimpanzee,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Human T,chimpanzee,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Human T,chimpanzee,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Human T,chimpanzee,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Human T,chimpanzee,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Human T,human,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Human T,human,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Human T,human,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Human T,human,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Human T,human,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Human T,human,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Human T,human,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Human T,human,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Human T,human,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Human T,human,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Human T,human,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Human T,human,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Human T,human,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Human T,human,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Human T,human,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Human T,gibbon,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Human T,gibbon,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Human T,gibbon,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Human T,gibbon,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Human T,gibbon,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Human T,gibbon,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Human T,gibbon,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Human T,gibbon,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Human T,gibbon,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Human T,gibbon,genes_with_shadow,no_bg,1.0635,genes_with_shadow | no_bg,1,enriched
Human T,gibbon,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Human T,gibbon,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Human T,gibbon,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Human T,gibbon,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Human T,gibbon,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Cytokine,bonobo,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Cytokine,bonobo,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
Cytokine,bonobo,symmetric_shadow,genes_with_shadow,0.0,symmetric_shadow | genes_with_shadow,0,not_enriched
Cytokine,bonobo,no_upstream,no_bg,0.0,no_upstream | no_bg,0,not_enriched
Cytokine,bonobo,no_upstream,all_genes,0.0,no_upstream | all_genes,0,not_enriched
Cytokine,bonobo,no_upstream,genes_with_shadow,0.0,no_upstream | genes_with_shadow,0,not_enriched
Cytokine,bonobo,no_downstream,no_bg,0.0,no_downstream | no_bg,0,not_enriched
Cytokine,bonobo,no_downstream,all_genes,0.0,no_downstream | all_genes,0,not_enriched
Cytokine,bonobo,no_downstream,genes_with_shadow,0.0,no_downstream | genes_with_shadow,0,not_enriched
Cytokine,bonobo,genes_with_shadow,no_bg,0.0,genes_with_shadow | no_bg,0,not_enriched
Cytokine,bonobo,genes_with_shadow,all_genes,0.0,genes_with_shadow | all_genes,0,not_enriched
Cytokine,bonobo,genes_with_shadow,genes_with_shadow,0.0,genes_with_shadow | genes_with_shadow,0,not_enriched
Cytokine,bonobo,genes_without_shadow,no_bg,0.0,genes_without_shadow | no_bg,0,not_enriched
Cytokine,bonobo,genes_without_shadow,all_genes,0.0,genes_without_shadow | all_genes,0,not_enriched
Cytokine,bonobo,genes_without_shadow,genes_with_shadow,0.0,genes_without_shadow | genes_with_shadow,0,not_enriched
Cytokine,borangutan,symmetric_shadow,no_bg,0.0,symmetric_shadow | no_bg,0,not_enriched
Cytokine,borangutan,symmetric_shadow,all_genes,0.0,symmetric_shadow | all_genes,0,not_enriched
